,title,genre
11,"['Nancy', 'Eerie', 'Amateur', 'Las hijas del fuego', 'Vargur', 'The Row', 'The Domestics', 'Snapshots', 'Loro 1', ""God's Not Dead: A Light in Darkness"", 'Alive', 'Un couteau dans le coeur', 'Sebelum Iblis Menjemput', 'The Legacy of a Whitetail Deer Hunter', 'Kinky', 'Hippopotamus', 'Gold', 'Proud Mary', 'Tell Me Your Name', 'Braid', 'Revenger', 'First Light', 'Leprechaun Returns', 'The Public', 'Every Other Holiday', ""The Party's Just Beginning"", 'Sometimes Always Never', 'Taxi 5', 'Blaze', 'The Unicorn', 'Pájaros de verano', 'Minutes to Midnight', 'Josie', 'Goodachari', ""Never Goin' Back"", 'Bethlehem Ranch', 'Starfish', ""Everybody's Talking About Jamie"", 'Love Per Square Foot', 'Bel Canto', 'Carmen y Lola', 'Scarborough', 'Rx 100', 'Portraits of Andrea Palmer', 'October', 'Mauvaises herbes', 'Nappily Ever After', 'Diverted Eden', 'Karwaan', 'Under the Eiffel Tower']","['Drama, Mystery, Thriller', 'Horror, Mystery, Thriller', 'Drama, Sport', 'Drama', 'Crime, Drama, Thriller', 'Horror, Thriller', 'Action, Horror, Sci-Fi', 'Drama', 'Biography, Drama', 'Drama', 'Horror, Thriller', 'Drama, Horror, Mystery', 'Horror, Mystery, Thriller', 'Comedy, Drama', 'Drama, Romance', 'Drama, Thriller', 'Drama, History, Sport', 'Action, Crime, Drama', 'Drama, Horror, Thriller', 'Crime, Horror, Mystery', 'Action, Crime, Thriller', 'Drama, Sci-Fi, Thriller', 'Comedy, Fantasy, Horror', 'Drama', 'Drama, Family, Romance', 'Comedy, Drama', 'Comedy, Drama, Mystery', 'Action, Comedy, Crime', 'Biography, Drama, Music', 'Comedy', 'Crime, Drama', 'Action, Horror, Mystery', 'Drama, Thriller', 'Action, Thriller', 'Comedy, Crime, Drama', 'Drama', 'Drama, Sci-Fi, Thriller', 'Drama, Musical', 'Comedy, Romance', 'Drama, Music, Romance', 'Drama, Romance', 'Drama, Romance', 'Action, Drama, Romance', 'Drama, Thriller', 'Drama, Romance', 'Comedy', 'Comedy, Drama, Romance', 'Action, Crime, Drama', 'Adventure, Comedy, Drama', 'Comedy, Romance']"
12,"['Parmanu: The Story of Pokhran', 'Natale a 5 stelle', 'The Chaperone', ""L'Empereur de Paris"", 'Seongnan hwangso', 'Somos tr3s', 'Another Time', 'Leto', 'Con Man', 'Un amour impossible', '14 Cameras', 'Yeom-lyeok', 'Loveyatri', 'Kona fer í stríð', 'Perfect', 'A casa tutti bene', 'Liteul poleseuteu', 'Slice', 'The Black String', 'Primal Rage', 'The Delinquent Season', ""Alad'2"", 'Chang-gwol', 'After Everything', 'A Kid Like Jake', 'Manmarziyaan', 'Swinging Safari', 'La Befana vien di notte', 'Joseph', 'Yun nan chong gu', 'Nameja gredzens', 'Feng yu zhou', 'A Christmas Carol', 'Slay Belles', 'Diana', ""L'homme fidèle"", 'Die kleine Hexe', 'The Marine 6: Close Quarters', 'Killer Under the Bed', 'El Ángel', 'Nekrotronic', 'Thugs of Hindostan', 'Les Salopes or The Naturally Wanton Pleasure of Skin', 'Swimming with Men', 'Cola de Mono', 'Geugeotmani Nae Sesang', 'Steel Country', 'Ölümlü Dünya', 'Goliat', '303']","['Action, Drama, History', 'Comedy', 'Drama', 'Adventure, Crime, History', 'Action, Crime, Thriller', 'Drama', 'Adventure, Comedy, Romance', 'Drama, History, Music', 'Crime, Drama', 'Biography, Drama, Romance', 'Crime, Drama, Horror', 'Action, Comedy, Fantasy', 'Comedy, Drama, Music', 'Adventure, Comedy, Drama', 'Horror, Mystery, Sci-Fi', 'Comedy, Drama, Romance', 'Drama', 'Comedy, Crime, Fantasy', 'Horror, Mystery, Thriller', 'Action, Adventure, Horror', 'Drama, Romance', 'Comedy, Fantasy', 'Action, Drama, History', 'Comedy, Drama, Romance', 'Drama', 'Comedy, Drama, Romance', 'Comedy, Drama', 'Adventure, Comedy, Family', 'Crime, Drama, Thriller', 'Action, Adventure, Fantasy', 'Action, Drama, History', 'Animation, Action, Adventure', 'Drama', 'Adventure, Comedy, Horror', 'Mystery, Romance', 'Comedy, Drama, Romance', 'Comedy, Drama, Family', 'Action, Drama', 'Horror, Thriller', 'Biography, Crime, Drama', 'Action, Comedy, Horror', 'Action, Adventure', 'Drama', 'Comedy, Drama, Romance', 'Drama, Thriller', 'Comedy, Drama, Family', 'Mystery, Thriller', 'Action, Comedy, Crime', 'Crime, Drama', 'Comedy, Drama, Romance']"
13,"['Head Count', 'The Brawler', 'Cruise', '2 in the Bush: A Love Story', 'Solo', 'Hearts Beat Loud', 'The Pages', 'Si shi qing chun', 'Doubles vies', 'Christmas Camp', 'Hou lai de wo men', 'Sonu Ke Titu Ki Sweety', 'Arif V 216', 'First Match', 'Meine teuflisch gute Freundin', 'Indivisible', 'The Basement', 'Blue Iguana', 'Tu hijo', 'Beyond the Sky', 'Twisted Pair', 'Weight', 'Love Jacked', 'The King and I', ""La chute de l'empire américain"", 'Perdida', 'Wo bu shi yao shen', 'Ramen Teh', 'Mihkel', 'Turtle', 'River Runs Red', 'Wolkenbruchs wunderliche Reise in die Arme einer Schickse', 'The Trump Prophecy', 'Qismat', 'Lez Bomb', 'Diane', 'La quietud', 'Maari 2', 'Loro 2', 'Finale', 'Breaking & Exiting', 'The Oath', 'Secret Santa', 'El aviso', 'Attrition', 'El reino', 'Zoo', '2021', 'Off the Menu', 'Chained for Life']","['Horror, Mystery, Thriller', 'Biography, Crime, Drama', 'Drama, Romance', 'Comedy, Drama, Romance', 'Adventure, Biography, Drama', 'Comedy, Drama, Music', 'Drama, Thriller', 'Animation, Drama, Romance', 'Comedy, Drama, Romance', 'Drama, Family, Romance', 'Drama, Romance', 'Comedy, Romance', 'Comedy, Fantasy, Music', 'Drama, Sport', 'Comedy, Family, Fantasy', 'Drama, War', 'Horror', 'Action, Comedy, Crime', 'Drama', 'Mystery, Sci-Fi, Thriller', 'Drama, Fantasy, Sci-Fi', 'Comedy', 'Comedy, Romance', 'Drama, Musical, Romance', 'Comedy, Crime, Drama', 'Crime, Drama, Mystery', 'Comedy, Drama', 'Drama', 'Biography, Crime, Drama', 'Drama', 'Action, Drama, Thriller', 'Comedy, Drama', 'Drama', 'Drama, Romance', 'Comedy, Drama', 'Drama', 'Drama, Thriller', 'Action, Comedy', 'Biography', 'Horror, Mystery', 'Comedy, Drama', 'Comedy, Thriller', 'Action, Comedy, Horror', 'Adventure, Crime, Drama', 'Action, Adventure, Crime', 'Drama, Mystery, Thriller', 'Comedy, Drama, Horror', 'Adventure, Sci-Fi', 'Comedy, Romance', 'Drama']"
14,"['Hell Is Where the Home Is', ""Don't Look"", 'Neo-eui kyeol-hoon-sik', 'Papa, sdokhni', 'A Snow White Christmas', 'Touch Me Not', 'Affairs of State', 'Jefe', 'Butterfly Kisses', 'Nina', 'Dans la brume', 'Happy Anniversary', 'In Like Flynn', '30 Miles from Nowhere', 'Family Blood', ""The Assassin's Code"", 'The Honor List', 'Jangi Hora', 'La enfermedad del domingo', 'The Odds', 'The Mountain', 'Genius', 'My Brother, My Love', 'Vengeance', 'Hotel Império', 'Behold My Heart', 'Eaten by Lions', 'Vykradena pryntsesa: Ruslan i Lyudmyla', 'Nuestro tiempo', 'Stirring', 'Cold Brook', 'Romina', 'Thriller', 'Abgeschnitten', 'Baazaar', 'The Field Guide to Evil', 'Beolsae', 'An Inspector Calls', 'Break', 'Dead Sexy', 'U-Turn', 'Plaire, aimer et courir vite', 'Hot Dog', 'Pari', 'Duck Duck Goose', 'Cleft Lip', 'The Iron Orchard', 'Le monde est à toi', 'The Last Witness', 'The Jurassic Games']","['Action, Crime, Horror', 'Horror', 'Comedy, Romance', 'Comedy, Drama, Thriller', 'Comedy, Drama, Family', 'Drama', 'Drama', 'Comedy', 'Horror, Mystery', 'Drama, Romance', 'Drama, Mystery, Sci-Fi', 'Comedy', 'Action', 'Comedy, Horror, Thriller', 'Drama, Horror, Thriller', 'Crime, Thriller', 'Drama', 'Drama', 'Drama', 'Horror, Mystery', 'Drama', 'Action, Thriller', 'Drama, Mystery', 'Action', 'Drama', 'Drama', 'Comedy', 'Animation, Comedy, Family', 'Drama', 'Horror', 'Drama, Fantasy', 'Horror, Thriller', 'Crime, Drama, Horror', 'Action, Crime, Horror', 'Crime, Drama, Thriller', 'Horror', 'Drama', 'Drama, Mystery, Thriller', 'Drama', 'Comedy', 'Crime, Horror, Mystery', 'Comedy, Drama, Romance', 'Action, Comedy', 'Fantasy, Horror, Mystery', 'Animation, Adventure, Comedy', 'Drama', 'Drama, History, Romance', 'Comedy, Crime', 'History, Thriller', 'Action, Horror, Sci-Fi']"
15,"['Merry Wish-Mas', 'Redcon-1', 'Broken Mirrors', 'An American in Paris: The Musical', 'The War of the Worlds: The Musical Drama', 'You Might Be the Killer', 'Wunderland', 'Say Yes', ""I'll Be Next Door for Christmas"", 'Shei xian ai shang ta de', 'Pimp', ""Don't Go"", 'Antiquities', 'Taxiwaala', 'Come Sunday', 'Nazi Overlord', ""L'amour est une fête"", 'Raoul Taburin', 'The Third Wife', 'Tang ren jie tan an 2', 'The Fare', 'Dong wu shi jie', 'Sonja: The White Swan', 'En tu piel', 'Acusada', 'The Wrong Daughter', 'Best F(r)iends: Volume 2', 'BÚÉK', 'Geetha Govindam', 'Varathan', '30 Nights', 'Seven Stages to Achieve Eternal Bliss by Passing Through the Gateway Chosen by the Holy Storsh', 'Boarding School', 'Il testimone invisibile', 'Plagi Breslau', 'Flight 666', 'Îmi este indiferent daca în istorie vom intra ca barbari', 'Au poste!', 'The Amityville Murders', 'Rusalka: Ozero myortvykh', 'Lukas', 'Frères ennemis', 'God Bless the Broken Road', 'Ouija House', 'Duelles', 'Eia jõulud Tondikakul', 'Skate Kitchen', 'Message Man', 'F.R.E.D.I.', 'O.G.']","['Romance', 'Action, Horror, Thriller', 'Drama', 'Musical', 'Adventure, Musical, Sci-Fi', 'Comedy, Horror, Mystery', 'War', 'Drama', 'Comedy, Family', 'Comedy, Drama, Romance', 'Crime, Drama, Romance', 'Thriller', 'Comedy', 'Comedy, Horror, Thriller', 'Biography, Drama', 'Action, Adventure, Horror', 'Comedy', 'Comedy', 'Drama', 'Action, Comedy, Mystery', 'Mystery, Romance, Thriller', 'Action, Fantasy, Sci-Fi', 'Biography, Drama, History', 'Drama, Romance', 'Crime, Drama, Thriller', 'Crime, Thriller', 'Comedy, Drama, Thriller', 'Comedy, Drama', 'Drama, Romance', 'Action, Drama, Thriller', 'Comedy', 'Comedy, Horror, Thriller', 'Horror, Mystery, Thriller', 'Drama, Thriller', 'Action, Crime, Mystery', 'Action, Horror', 'Comedy, Drama', 'Comedy', 'Horror', 'Drama, Fantasy, Horror', 'Action, Drama, Thriller', 'Drama, Thriller', 'Drama, Family, Romance', 'Horror, Thriller', 'Drama, Mystery, Thriller', 'Family', 'Drama', 'Action, Crime, Thriller', 'Adventure, Family, Sci-Fi', 'Drama']"
16,"['Fall City', 'Hell Trip', 'Mok-gyeok-ja', 'Swathanthryam Ardharathriyil', 'The More You Ignore Me', 'Müslüm', 'Cebimdeki Yabanci', 'Antony & Cleopatra', 'You Can Choose Your Family', 'Hell House LLC II: The Abaddon Hotel', 'Xi hong shi shou fu', 'Hot Air', 'Little Bitches', 'Grace & Goliath', 'All Creatures Here Below', 'The Transcendents', 'Hate Story IV', 'Amazon Hot Box', '6 Balloons', 'Ruben Brandt, a gyujto', 'Pond Life', 'Battle', 'Ee. Ma. Yau', 'Der Vorname', 'Extracurricular', 'Tout le monde debout', 'Battle Drone', 'Saint Judy', 'Elves', 'Dead in a Week (Or Your Money Back)', 'Shéhérazade', 'Zhuo yao ji 2', 'Postcards from London', 'Boundaries', 'Soni', 'Luz', '1985', 'Mulgoe', 'Blood Brother', 'The Guardian Angel', 'Paper Year', 'Sex Education', 'Rosie', 'Genèse', 'Amoureux de ma femme', 'BuyBust', 'Das schönste Mädchen der Welt', 'Swiped', 'Neon Heart', 'Big Legend']","['Drama, Romance', 'Horror, Thriller', 'Crime, Thriller', 'Action, Crime, Thriller', 'Comedy', 'Biography, Drama, Music', 'Comedy, Drama', 'Drama, History', 'Comedy', 'Horror, Mystery', 'Comedy', 'Drama', 'Comedy', 'Drama', 'Crime, Drama, Romance', 'Music, Mystery, Thriller', 'Crime, Drama, Thriller', 'Action, Drama, Horror', 'Drama', 'Animation, Action, Crime', 'Drama', 'Drama, Music, Romance', 'Comedy, Drama', 'Comedy', 'Drama, Horror, Thriller', 'Comedy, Romance', 'Action, Sci-Fi', 'Biography, Drama', 'Horror', 'Comedy, Drama', 'Drama, Romance, Thriller', 'Adventure, Comedy, Fantasy', 'Drama', 'Comedy, Drama', 'Crime, Drama', 'Horror, Mystery, Thriller', 'Drama', 'Action, Fantasy, Horror', 'Action, Crime, Drama', 'Drama, Mystery, Thriller', 'Drama, Romance', 'Drama', 'Drama', 'Drama', 'Comedy, Drama, Romance', 'Action, Crime, Thriller', 'Comedy, Music, Romance', 'Comedy, Romance', 'Drama', 'Action, Adventure, Horror']"
17,"['Aravindha Sametha Veera Raghava', 'National Theatre Live: Cat on a Hot Tin Roof', '1st Born', 'The Toybox', 'Harmony', 'Camp Cold Brook', 'Les filles du soleil', 'Fleuve noir', 'Ghost Light', 'Macbeth', 'Paskal: The Movie', 'Norske byggeklosser', 'Sauerkrautkoma', 'The Competition', 'Watakushi no dorei ni narinasai dai san sho o ma e shidai', 'Njan Prakashan', 'Månelyst i Flåklypa', 'Spare Room', 'St. Agatha', 'Jessica Forever', 'Troll: The Tale of a Tail', 'Wobble Palace', 'Threesomething', 'Egg', 'The Standoff at Sparrow Creek', 'Marnies Welt', 'Running for Grace', 'Julemandens datter', 'Soorma', 'Canal Street', 'Quién te cantará', 'A Reckoning', 'Les goûts et les couleurs', 'This Is Our Christmas', 'Die Haut der Anderen', 'The Cabin', 'Naa Peru Surya Na Illu India', 'Kler', 'In den Gängen', 'Grey Eyes', ""Friday's Child"", 'Change in the Air', 'Higher Power', 'Muere, monstruo, muere', 'Kelebekler', 'Gekijôban Shingeki no Kyojin Season 2: Kakusei no hôkô', 'Gui mi 2', 'The Dead Center', 'Hichki', 'We the Animals']","['Action, Drama', 'Drama', 'Comedy', 'Horror, Thriller', 'Fantasy, Romance, Thriller', 'Horror', 'Drama, War', 'Crime, Drama, Mystery', 'Comedy, Horror', 'Drama', 'Action, Drama', 'Comedy', 'Comedy, Crime', 'Comedy, Romance', 'Romance', 'Comedy, Drama', 'Animation, Family', 'Drama', 'Horror, Thriller', 'Drama, Fantasy, Sci-Fi', 'Animation, Adventure, Family', 'Comedy, Drama, Romance', 'Comedy', 'Comedy', 'Crime, Drama, Thriller', 'Animation, Adventure, Family', 'Family, Romance', 'Adventure, Family', 'Biography, Drama, Sport', 'Drama, Thriller', 'Drama, Music, Mystery', 'Western', 'Comedy, Drama', 'Family', 'Drama, Thriller', 'Horror, Mystery, Thriller', 'Action, Drama', 'Drama', 'Drama, Romance', 'Action, Sci-Fi', 'Crime, Drama', 'Drama', 'Action, Adventure, Sci-Fi', 'Drama, Horror, Thriller', 'Comedy, Drama', 'Animation, Action, Fantasy', 'Comedy, Drama', 'Horror, Mystery, Thriller', 'Comedy, Drama', 'Drama']"
18,"['Patser', ""You Can't Say No"", 'Pledge', 'Dokjeon', 'En liberté!', 'Can Feda', 'Museo', 'Aura', 'Daddy Issues', 'Que le diable nous emporte', 'The Rake', 'Rechazados', 'Lof mér að falla', 'Mou seung', 'Point of No Return', 'C/o Kancharapalem', 'Kamerdyner', 'Living Among Us', 'Pengin haiwei', ""La ch'tite famille"", 'Adolescence', 'Spivak', 'Niemand in de stad', 'Bungou Stray Dogs: Dead Apple', 'Old Boys', 'Yucatán', 'Amanda', 'La dernière folie de Claire Darling', 'Karmouz War', 'Social Animals', 'Imprisoned', 'Manto', 'Raid on Passion Planet', 'The Swerve', 'Measure of a Man', 'Lyod', 'Edmond', 'The Gateway', 'A Boy. A Girl. A Dream.', 'A Simple Wedding', 'Perfectos desconocidos', 'Weldi', ""My Wife's Secret"", 'Mother Krampus 2: Slay Ride', 'The Second Coming of Christ', 'Yardie', 'Through Black Spruce', 'Tucked', 'A Raunchy Christmas Story', 'Fury of the Fist and the Golden Fleece']","['Crime, Thriller', 'Comedy', 'Horror, Mystery, Thriller', 'Action, Crime, Thriller', 'Comedy, Crime, Drama', 'Action, War', 'Crime, Drama', 'Horror', 'Drama, Romance', 'Comedy, Drama, Romance', 'Horror, Mystery, Thriller', 'Drama, Fantasy', 'Biography, Crime, Drama', 'Action, Crime, Mystery', 'Action, Adventure, Thriller', 'Drama', 'Drama, History, Romance', 'Comedy, Fantasy, Horror', 'Animation, Adventure, Family', 'Comedy', 'Drama, Romance', 'Comedy', 'Drama', 'Animation, Mystery', 'Comedy', 'Comedy', 'Drama', 'Drama', 'Action, Crime, History', 'Comedy', 'Drama, Thriller', 'Biography, Drama', 'Sci-Fi', 'Drama', 'Comedy, Drama', 'Drama, Musical, Romance', 'Comedy, Drama, History', 'Sci-Fi', 'Drama, Romance', 'Comedy, Romance', 'Comedy', 'Drama', 'Drama', 'Horror', 'Action, Drama, Family', 'Crime, Drama', 'Drama', 'Drama', 'Comedy', 'Action, Comedy']"
19,"['Sibel', 'The Second', 'Winter Ridge', 'Pataakha', '25 km/h', 'Wilkolak', 'Spheres', 'Mi obra maestra', 'Sarajin bam', 'Enthusiastic Sinners', 'A Boy Called Sailboat', 'Ted - För kärlekens skull', 'Awaken', 'American Dreamer', 'Cuando los ángeles duermen', ""Stella's Last Weekend"", 'Tiempo compartido', 'Bhonsle', 'Curtiz', 'The Seven Deadly Sins: Prisoners of the Sky', 'Ribâzu ejji', 'Run the Race', 'The Song of Sway Lake', ""La profezia dell'armadillo"", 'A Stone Cold Christmas', 'The Bestowal', 'A War Within', 'Jibril', 'Lifechanger', 'Dovlatov', 'Napszállta', 'The Padre', 'Horndogs Beach Party', 'What Still Remains', 'Notti magiche', 'Socrates', 'Blackmail', 'Alcatraz', 'A Horse from Heaven', 'Anthem of a Teenage Prophet', 'Corbin Nash', 'Tango One', 'Tel Aviv on Fire', 'La Bolduc', 'Bing feng: Yong heng zhi men', 'The Merger', 'Hex', 'Family Vanished', 'The Witch in the Window', 'Xi you ji zhi nü er guo']","['Drama, Thriller', 'Drama, Mystery, Thriller', 'Crime, Drama, Mystery', 'Action, Comedy, Drama', 'Adventure, Comedy, Drama', 'Drama, Horror, War', 'Sci-Fi', 'Comedy, Drama', 'Crime, Mystery, Thriller', 'Drama, Romance', 'Comedy, Drama, Family', 'Biography, Drama, Music', 'Drama, Music', 'Crime, Thriller', 'Drama, Thriller', 'Comedy, Drama', 'Drama, Mystery, Thriller', 'Drama', 'Biography, Drama, History', 'Animation, Action, Fantasy', 'Crime, Drama', 'Drama, Sport', 'Drama, Music, Romance', 'Comedy, Drama', 'Romance', 'Drama, Romance, Sci-Fi', 'Drama, Romance, War', 'Drama, Romance', 'Drama, Fantasy, Horror', 'Biography, Drama', 'Drama, Mystery', 'Crime, Drama', 'Comedy, Romance', 'Drama, Thriller', 'Comedy, Drama, Mystery', 'Drama', 'Comedy, Thriller', 'Action, Adventure, Crime', 'Family', 'Drama, Fantasy', 'Action, Horror, Thriller', 'Crime, Drama', 'Comedy, Drama, Romance', 'Biography, Comedy, Drama', 'Action, Adventure, Comedy', 'Comedy, Drama, Sport', 'Horror, Thriller', 'Action, Crime, Thriller', 'Drama, Horror', 'Action, Adventure, Family']"
20,"['Luis and His Friends from Outer Space', 'Dead Men', 'Laila Majnu', 'Beach House', 'Das schweigende Klassenzimmer', 'Før frosten', 'Followed', 'The Sonata', 'Scooby-Doo & Batman: The Brave and the Bold', 'Ride', 'Oiktos', 'Sadie', ""L'heure de la sortie"", 'Intensive Care', 'Warning Shot', 'Zwischen Sommer und Herbst', 'Gekijouban Poketto monsutâ: Minna no Monogatari', 'Dywizjon 303', 'Koly padayut dereva', 'The Ranger', 'Julie', 'Tårtgeneralen', 'Papi Chulo', 'Aurora', 'Üç Harfliler: Beddua', 'Songbird', 'Orphan Horse', 'Andið eðlilega', 'El Chicano', 'State Like Sleep', 'The Night Sitter', 'Undertow', 'Donbass', 'Broken Star', 'Babes with Blades', 'The Russian Bride', 'Intrigo: Death of an Author', 'Chekka Chivantha Vaanam', 'Rosy', 'Sgt. Stubby: An American Hero', 'Going for Gold', 'God Calling', 'Dead Pigs', ""My Husband's Secret Wife"", 'Ailecek Saskiniz', ""Mercy's Girl"", ""Madeline's Madeline"", 'Joueurs', 'Red Rover', 'Killer in Law']","['Animation, Adventure, Comedy', 'Action, Western', 'Drama, Romance', 'Thriller', 'Drama, History', 'Drama', 'Horror, Mystery, Thriller', 'Music, Mystery, Thriller', 'Animation, Action, Comedy', 'Thriller', 'Drama', 'Drama', 'Drama, Mystery, Thriller', 'Action, Comedy, Thriller', 'Thriller', 'Drama, Romance', 'Animation, Action, Adventure', 'Drama, War', 'Drama', 'Horror', 'Drama', 'Comedy, Drama', 'Comedy, Drama', 'Horror, Thriller', 'Horror', 'Drama', 'Drama, Family', 'Drama', 'Action, Crime, Drama', 'Drama', 'Comedy, Horror', 'Drama, Thriller', 'Drama', 'Thriller', 'Action, Adventure, Drama', 'Horror, Thriller', 'Crime, Drama, Mystery', 'Action, Crime, Drama', 'Comedy, Romance, Thriller', 'Animation, Adventure, Family', 'Drama, Family, Sport', 'Drama', 'Comedy, Drama, Family', 'Thriller', 'Comedy', 'Drama, Romance', 'Drama', 'Crime, Drama', 'Comedy, Romance', 'Thriller']"
21,"['Grace', 'Les fauves', 'Acquainted', 'Secretul fericirii', 'Sudani from Nigeria', 'Inuyashiki', 'The Pig', 'Puppy Star Christmas', 'Hedefim Sensin', 'Wild Faith', 'Isabelle', 'Dirt', 'Ray & Liz', 'Styx', ""Gosnell: The Trial of America's Biggest Serial Killer"", 'Vildheks', 'Ravers', 'The Krays: Dead Man Walking', 'Carga', 'Deliler', 'Ascharyachakit!', 'Amsusarin', 'Body of Sin', 'Dhadak', 'The Wrong Son', 'Bhaagamathie', 'Raiva', 'Superlópez', 'Shinmai Maou no Testament Departures', 'High Resolution', 'Der Trafikant', 'Cabaret Maxime', 'Betrayed', 'Fishbowl', 'Tiger', 'Alien Predator', 'Relentless', 'Les chatouilles', 'The Wishing Forest', 'Stargate Origins: Catherine', ""Gueule d'ange"", 'A Bluebird in My Heart', 'Anywhere with You', 'A Night to Regret', 'Jalebi', 'Mannen van Mars', 'Aiyaary', 'Party Hard Die Young', 'My Name Is Thomas', 'Qie xiao jin jia de lu guan']","['Comedy, Drama, Romance', 'Drama, Mystery, Thriller', 'Drama', 'Comedy, Drama', 'Comedy, Sport', 'Action, Drama, Mystery', 'Comedy, Crime, Drama', 'Comedy, Family, Musical', 'Comedy', 'Western', 'Horror, Thriller', 'Action, Drama, Sport', 'Drama', 'Drama', 'Crime, Drama', 'Adventure, Family, Fantasy', 'Comedy, Horror', 'Action, Crime', 'Drama', 'Action, History, War', 'Drama, Romance', 'Crime, Drama', 'Adventure, Crime, Thriller', 'Drama, Romance', 'Thriller', 'Action, Horror, Thriller', 'Drama', 'Action, Comedy, Sci-Fi', 'Animation, Action, Fantasy', 'Drama', 'Drama, History, War', 'Crime, Drama, Romance', 'Action, Crime, Thriller', 'Drama, Thriller', 'Drama', 'Action, Adventure, Horror', 'Thriller', 'Comedy, Drama', 'Fantasy', 'Adventure, History, Sci-Fi', 'Drama', 'Drama, Thriller', 'Drama', 'Thriller', 'Drama, Romance', 'Comedy', 'Action, Drama, Thriller', 'Horror, Thriller', 'Drama', 'Comedy, Horror']"
